DON,Country,Title,Reporting Date,Reporting Agency,Index Date,Case Count,Death Count,Class,Location,Risk Factors,Modes of Transmission,Status,R0,URL,Pathogen(s),Latitude,Longitude,Population,Countries Affected,Case Fatality Rate,Rough R0,Severity,Coord,Summary
2022-DON406,Nigeria,Circulating vaccine-derived poliovirus type 2 (cVDPV2) - Algeria,07-08-2022,World Health Organization,,1.0,0,Epidemic,"Tamanrasset Province, Southern Algeria, Kano, Nigeria","- Persisting suboptimal immunity
- Surveillance gaps
- Large-scale population movements",None noted.,Existing epidemic,"[5.0, 7.0]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON406,Circulating Vaccine-Derived Poliovirus Type 2 (cVDPV2),9.6000359,7.9999721,200963599.0,3,0.0,6.0,6.114742526881129,"9.6000359,7.9999721","Country:
Nigeria

Event Type:
Existing epidemic - Epidemic

Number of Countries Affected:
3

Reporting Agency:
World Health Organization

Modes of Transmission:
None noted.

Risk Factors:
- Persisting suboptimal immunity
- Surveillance gaps
- Large-scale population movements"
2022-DON406,Philippines,Circulating vaccine-derived poliovirus type 2 (cVDPV2) - Algeria,07-08-2022,World Health Organization,,1.0,0,Epidemic,"Tamanrasset Province, Southern Algeria, Kano, Nigeria","- Persisting suboptimal immunity
- Surveillance gaps
- Large-scale population movements",None noted.,Existing epidemic,"[5.0, 7.0]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON406,Circulating Vaccine-Derived Poliovirus Type 2 (cVDPV2),14.4858976,121.0394398,108116615.0,3,0.0,6.0,6.114742526881129,"14.4858976,121.0394398","Country:
Philippines

Event Type:
Existing epidemic - Epidemic

Number of Countries Affected:
3

Reporting Agency:
World Health Organization

Modes of Transmission:
None noted.

Risk Factors:
- Persisting suboptimal immunity
- Surveillance gaps
- Large-scale population movements"
2022-DON408,Israel,Detection of circulating vaccine derived polio virus 2 (cVDPV2) in environmental samples– the United Kingdom of Great Britain and Northern Ireland and the United States of America,February 2022,WHO Global Polio Laboratory Network,,1.0,0,Epidemic,"United Kingdom, United States of America, London, Rockland County, New York State, Jerusalem District, Israel","• Low levels of routine polio vaccination coverage
• Inadequate surveillance systems for timely detection of VDPV
• Polio virus circulation in communities",None noted.,Existing epidemic,"[5.71, 13.02]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON408,Vaccine-derived poliovirus type 2 (VDPV2),30.8124247,34.8594762,9053300.0,3,0.0,9.365,6.363723275747137,"30.8124247,34.8594762","Country:
Israel

Event Type:
Existing epidemic - Epidemic

Number of Countries Affected:
3

Reporting Agency:
WHO Global Polio Laboratory Network

Modes of Transmission:
None noted.

Risk Factors:
• Low levels of routine polio vaccination coverage
• Inadequate surveillance systems for timely detection of VDPV
• Polio virus circulation in communities"
2022-DON408,United Kingdom,Detection of circulating vaccine derived polio virus 2 (cVDPV2) in environmental samples– the United Kingdom of Great Britain and Northern Ireland and the United States of America,February 2022,WHO Global Polio Laboratory Network,,1.0,0,Epidemic,"United Kingdom, United States of America, London, Rockland County, New York State, Jerusalem District, Israel","• Low levels of routine polio vaccination coverage
• Inadequate surveillance systems for timely detection of VDPV
• Polio virus circulation in communities",None noted.,Existing epidemic,"[5.71, 13.02]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON408,Vaccine-derived poliovirus type 2 (VDPV2),51.4893335,-0.14405508452768728,66834405.0,3,0.0,9.365,6.363723275747137,"51.4893335,-0.14405508452768728","Country:
United Kingdom

Event Type:
Existing epidemic - Epidemic

Number of Countries Affected:
3

Reporting Agency:
WHO Global Polio Laboratory Network

Modes of Transmission:
None noted.

Risk Factors:
• Low levels of routine polio vaccination coverage
• Inadequate surveillance systems for timely detection of VDPV
• Polio virus circulation in communities"
2022-DON408,United States of America,Detection of circulating vaccine derived polio virus 2 (cVDPV2) in environmental samples– the United Kingdom of Great Britain and Northern Ireland and the United States of America,February 2022,WHO Global Polio Laboratory Network,,1.0,0,Epidemic,"United Kingdom, United States of America, London, Rockland County, New York State, Jerusalem District, Israel","• Low levels of routine polio vaccination coverage
• Inadequate surveillance systems for timely detection of VDPV
• Polio virus circulation in communities",None noted.,Existing epidemic,"[5.71, 13.02]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON408,Vaccine-derived poliovirus type 2 (VDPV2),43.1561681,-75.8449946,328239523.0,3,0.0,9.365,6.363723275747137,"43.1561681,-75.8449946","Country:
United States of America

Event Type:
Existing epidemic - Epidemic

Number of Countries Affected:
3

Reporting Agency:
WHO Global Polio Laboratory Network

Modes of Transmission:
None noted.

Risk Factors:
• Low levels of routine polio vaccination coverage
• Inadequate surveillance systems for timely detection of VDPV
• Polio virus circulation in communities"
2022-DON409,Australia,Marburg virus disease - Ghana,07-07-2022,Ministry of Health of Ghana,06-22-2022,3.0,2,Epidemic,"Ghana, Ashanti, Savannah, Western regions",None noted.,"- Direct contact with blood/bodily fluids of infected persons
- Health care related transmission without proper infection control measures
- Unprotected contact with contaminated environment",Novel outbreak,"[0.37, 0.67]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON409,Marburg Virus Disease (MVD),-20.7488221,116.836023,25364307.0,3,0.6666666666666666,0.52,6.938242499016914,"-20.7488221,116.836023","Country:
Australia

Event Type:
Novel outbreak - Epidemic

Number of Countries Affected:
3

Reporting Agency:
Ministry of Health of Ghana

Modes of Transmission:
- Direct contact with blood/bodily fluids of infected persons
- Health care related transmission without proper infection control measures
- Unprotected contact with contaminated environment

Risk Factors:
None noted."
2022-DON409,Ghana,Marburg virus disease - Ghana,07-07-2022,Ministry of Health of Ghana,06-22-2022,3.0,2,Epidemic,"Ghana, Ashanti, Savannah, Western regions",None noted.,"- Direct contact with blood/bodily fluids of infected persons
- Health care related transmission without proper infection control measures
- Unprotected contact with contaminated environment",Novel outbreak,"[0.37, 0.67]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON409,Marburg Virus Disease (MVD),6.8003319,-1.5188142,30417856.0,3,0.6666666666666666,0.52,6.938242499016914,"6.8003319,-1.5188142","Country:
Ghana

Event Type:
Novel outbreak - Epidemic

Number of Countries Affected:
3

Reporting Agency:
Ministry of Health of Ghana

Modes of Transmission:
- Direct contact with blood/bodily fluids of infected persons
- Health care related transmission without proper infection control measures
- Unprotected contact with contaminated environment

Risk Factors:
None noted."
2022-DON409,United States of America,Marburg virus disease - Ghana,07-07-2022,Ministry of Health of Ghana,06-22-2022,3.0,2,Epidemic,"Ghana, Ashanti, Savannah, Western regions",None noted.,"- Direct contact with blood/bodily fluids of infected persons
- Health care related transmission without proper infection control measures
- Unprotected contact with contaminated environment",Novel outbreak,"[0.37, 0.67]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON409,Marburg Virus Disease (MVD),32.0790074,-81.0921335,328239523.0,3,0.6666666666666666,0.52,6.938242499016914,"32.0790074,-81.0921335","Country:
United States of America

Event Type:
Novel outbreak - Epidemic

Number of Countries Affected:
3

Reporting Agency:
Ministry of Health of Ghana

Modes of Transmission:
- Direct contact with blood/bodily fluids of infected persons
- Health care related transmission without proper infection control measures
- Unprotected contact with contaminated environment

Risk Factors:
None noted."
2022-DON410,Uganda,Ebola Disease caused by Sudan virus - Uganda,09-20-2022,Uganda health authorities,09-11-2022,36.0,23,Epidemic,"Madudu sub-county, Mubende district, Kyegegwa district, Kassanda district, Kiruma sub-county, Kampala","- The absence of licensed vaccines and therapeutics for prevention and treatment of Sudan virus disease.
- Care of patients in private facilities and hospitals and other community health services with limited protection and infection prevention and control measures. 
- The mobility of individuals and traders around an active local gold mine.",None noted.,Novel outbreak,"[1.51, 2.53]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON410,Sudan ebolavirus (SUDV),0.3177137,32.5813539,44269594.0,2,0.6388888888888888,2.02,12.412997552442937,"0.3177137,32.5813539","Country:
Uganda

Event Type:
Novel outbreak - Epidemic

Number of Countries Affected:
2

Reporting Agency:
Uganda health authorities

Modes of Transmission:
None noted.

Risk Factors:
- The absence of licensed vaccines and therapeutics for prevention and treatment of Sudan virus disease.
- Care of patients in private facilities and hospitals and other community health services with limited protection and infection prevention and control measures. 
- The mobility of individuals and traders around an active local gold mine."
2022-DON410,Zambia,Ebola Disease caused by Sudan virus - Uganda,09-20-2022,Uganda health authorities,09-11-2022,36.0,23,Epidemic,"Madudu sub-county, Mubende district, Kyegegwa district, Kassanda district, Kiruma sub-county, Kampala","- The absence of licensed vaccines and therapeutics for prevention and treatment of Sudan virus disease.
- Care of patients in private facilities and hospitals and other community health services with limited protection and infection prevention and control measures. 
- The mobility of individuals and traders around an active local gold mine.",None noted.,Novel outbreak,"[1.51, 2.53]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON410,Sudan ebolavirus (SUDV),-10.2886187,28.7779223,17861030.0,2,0.6388888888888888,2.02,12.412997552442937,"-10.2886187,28.7779223","Country:
Zambia

Event Type:
Novel outbreak - Epidemic

Number of Countries Affected:
2

Reporting Agency:
Uganda health authorities

Modes of Transmission:
None noted.

Risk Factors:
- The absence of licensed vaccines and therapeutics for prevention and treatment of Sudan virus disease.
- Care of patients in private facilities and hospitals and other community health services with limited protection and infection prevention and control measures. 
- The mobility of individuals and traders around an active local gold mine."
2022-DON411,Dem. Rep. Congo,Ebola Virus Disease –Democratic Republic of the Congo,08-21-2022,Ministry of Health,07-23-2022,1.0,1,Epidemic,"Democratic Republic of the Congo, Butanuka health area, Beni health zone, North Kivu province, Goma","- Community mistrust
- Weak health systems
- Political instability","- Wildlife-to-human transmission through contact with infected animals or consumption of their raw meat
- Human-to-human transmission through direct or close contact with symptomatic individuals, particularly their bodily fluids
- Transmission from virus persistence in body fluids of survivors",Novel outbreak,"[1.5, 2.5]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON411,Ebola virus disease (EVD),-1.6665685,29.225652,86790567.0,1,1.0,2.0,8.527019055837869,"-1.6665685,29.225652","Country:
Dem. Rep. Congo

Event Type:
Novel outbreak - Epidemic

Number of Countries Affected:
1

Reporting Agency:
Ministry of Health

Modes of Transmission:
- Wildlife-to-human transmission through contact with infected animals or consumption of their raw meat
- Human-to-human transmission through direct or close contact with symptomatic individuals, particularly their bodily fluids
- Transmission from virus persistence in body fluids of survivors

Risk Factors:
- Community mistrust
- Weak health systems
- Political instability"
2022-DON412,India,Dengue - Nepal,08-08-2022,Epidemiology and Disease Control Division of the Ministry of Health and Population,,28109.0,38,Epidemic,"Nepal, Bagmati, Kathmandu, Lalitpur, Makwanpur","- The population may be at risk of re-infection of dengue, which can lead to serious complications if not managed promptly and correctly.
- There is limited hospital capacity in-country and limited access to and use of health care services, likely leading to an increase in severe dengue cases and case-fatality rates.
- Dengue cases are expanding out of the lowland areas typically suitable for the breeding of Aedes mosquitoes to higher elevations, potentially due to climate changes and rapid urbanization.","- Mosquito bites from infected mosquitoes
- Infected mosquito spreading the virus in households 
- Infected mosquito spreading the virus in neighbourhoods",Existing epidemic,"[1.8, 2.0]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON412,Dengue fever,24.4996768,78.5095892,1366417754.0,2,0.0013518801807250347,1.9,26.88436344088665,"24.4996768,78.5095892","Country:
India

Event Type:
Existing epidemic - Epidemic

Number of Countries Affected:
2

Reporting Agency:
Epidemiology and Disease Control Division of the Ministry of Health and Population

Modes of Transmission:
- Mosquito bites from infected mosquitoes
- Infected mosquito spreading the virus in households 
- Infected mosquito spreading the virus in neighbourhoods

Risk Factors:
- The population may be at risk of re-infection of dengue, which can lead to serious complications if not managed promptly and correctly.
- There is limited hospital capacity in-country and limited access to and use of health care services, likely leading to an increase in severe dengue cases and case-fatality rates.
- Dengue cases are expanding out of the lowland areas typically suitable for the breeding of Aedes mosquitoes to higher elevations, potentially due to climate changes and rapid urbanization."
2022-DON412,Nepal,Dengue - Nepal,08-08-2022,Epidemiology and Disease Control Division of the Ministry of Health and Population,,28109.0,38,Epidemic,"Nepal, Bagmati, Kathmandu, Lalitpur, Makwanpur","- The population may be at risk of re-infection of dengue, which can lead to serious complications if not managed promptly and correctly.
- There is limited hospital capacity in-country and limited access to and use of health care services, likely leading to an increase in severe dengue cases and case-fatality rates.
- Dengue cases are expanding out of the lowland areas typically suitable for the breeding of Aedes mosquitoes to higher elevations, potentially due to climate changes and rapid urbanization.","- Mosquito bites from infected mosquitoes
- Infected mosquito spreading the virus in households 
- Infected mosquito spreading the virus in neighbourhoods",Existing epidemic,"[1.8, 2.0]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON412,Dengue fever,27.436538849999998,85.05508124513241,28608710.0,2,0.0013518801807250347,1.9,26.88436344088665,"27.436538849999998,85.05508124513241","Country:
Nepal

Event Type:
Existing epidemic - Epidemic

Number of Countries Affected:
2

Reporting Agency:
Epidemiology and Disease Control Division of the Ministry of Health and Population

Modes of Transmission:
- Mosquito bites from infected mosquitoes
- Infected mosquito spreading the virus in households 
- Infected mosquito spreading the virus in neighbourhoods

Risk Factors:
- The population may be at risk of re-infection of dengue, which can lead to serious complications if not managed promptly and correctly.
- There is limited hospital capacity in-country and limited access to and use of health care services, likely leading to an increase in severe dengue cases and case-fatality rates.
- Dengue cases are expanding out of the lowland areas typically suitable for the breeding of Aedes mosquitoes to higher elevations, potentially due to climate changes and rapid urbanization."
2022-DON413,Pakistan,Malaria - Pakistan,June 2022,The text does not provide the name of the agency that initially reported the outbreak.,,3400000.0,0,Epidemic,"Pakistan, Balochistan, Sindh","- Intense transmission of disease in districts located in regions bordering the Islamic Republic of Iran and Afghanistan and along the coastal belt in Sindh and Balochistan provinces.
- High population movement between Pakistan and its border countries (Afghanistan and the Islamic Republic of Iran), especially in districts affected by floods.
- Limited access to health facilities, lack of sufficient healthcare workers, and inadequate medical supplies exist, exacerbating the risk of severe health impacts from diseases like malaria.",None noted.,Existing epidemic,"[1.0, 2.5]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON413,Malaria,25.5,69.0,216565318.0,1,0.0,1.75,91.82724127667198,"25.5,69.0","Country:
Pakistan

Event Type:
Existing epidemic - Epidemic

Number of Countries Affected:
1

Reporting Agency:
The text does not provide the name of the agency that initially reported the outbreak.

Modes of Transmission:
None noted.

Risk Factors:
- Intense transmission of disease in districts located in regions bordering the Islamic Republic of Iran and Afghanistan and along the coastal belt in Sindh and Balochistan provinces.
- High population movement between Pakistan and its border countries (Afghanistan and the Islamic Republic of Iran), especially in districts affected by floods.
- Limited access to health facilities, lack of sufficient healthcare workers, and inadequate medical supplies exist, exacerbating the risk of severe health impacts from diseases like malaria."
2022-DON414,Afghanistan,Dengue - Pakistan,01-01-2022,National Institute of Health-Islamabad,,25932.0,62,Epidemic,"Pakistan, Afghanistan, Islamic Republic of Iran, Sindh, Punjab, Islamabad Capital Territory, Khyber Pakhtunkhwa, Balochistan","- Abnormal monsoon rainfall and unprecedented floods creating favorable habitats for mosquitoes to breed.
- Damage to health facilities and displacement of people limiting access to healthcare and medical treatment.
- High population movement between Pakistan and bordering countries, potentially facilitating the spread of diseases like dengue fever.","- Mosquito vector breeding close to human habitation
- Human-vector contact in residences, schools, and hospitals
- Outdoor activities exposing skin to mosquito bites",Existing epidemic,"[1.8, 2.0]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON414,Dengue fever,33.7680065,66.2385139,38041754.0,4,0.002390868425111831,1.9,22.95412777012996,"33.7680065,66.2385139","Country:
Afghanistan

Event Type:
Existing epidemic - Epidemic

Number of Countries Affected:
4

Reporting Agency:
National Institute of Health-Islamabad

Modes of Transmission:
- Mosquito vector breeding close to human habitation
- Human-vector contact in residences, schools, and hospitals
- Outdoor activities exposing skin to mosquito bites

Risk Factors:
- Abnormal monsoon rainfall and unprecedented floods creating favorable habitats for mosquitoes to breed.
- Damage to health facilities and displacement of people limiting access to healthcare and medical treatment.
- High population movement between Pakistan and bordering countries, potentially facilitating the spread of diseases like dengue fever."
2022-DON414,India,Dengue - Pakistan,01-01-2022,National Institute of Health-Islamabad,,25932.0,62,Epidemic,"Pakistan, Afghanistan, Islamic Republic of Iran, Sindh, Punjab, Islamabad Capital Territory, Khyber Pakhtunkhwa, Balochistan","- Abnormal monsoon rainfall and unprecedented floods creating favorable habitats for mosquitoes to breed.
- Damage to health facilities and displacement of people limiting access to healthcare and medical treatment.
- High population movement between Pakistan and bordering countries, potentially facilitating the spread of diseases like dengue fever.","- Mosquito vector breeding close to human habitation
- Human-vector contact in residences, schools, and hospitals
- Outdoor activities exposing skin to mosquito bites",Existing epidemic,"[1.8, 2.0]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON414,Dengue fever,30.9293211,75.5004841,1366417754.0,4,0.002390868425111831,1.9,22.95412777012996,"30.9293211,75.5004841","Country:
India

Event Type:
Existing epidemic - Epidemic

Number of Countries Affected:
4

Reporting Agency:
National Institute of Health-Islamabad

Modes of Transmission:
- Mosquito vector breeding close to human habitation
- Human-vector contact in residences, schools, and hospitals
- Outdoor activities exposing skin to mosquito bites

Risk Factors:
- Abnormal monsoon rainfall and unprecedented floods creating favorable habitats for mosquitoes to breed.
- Damage to health facilities and displacement of people limiting access to healthcare and medical treatment.
- High population movement between Pakistan and bordering countries, potentially facilitating the spread of diseases like dengue fever."
2022-DON414,Iran,Dengue - Pakistan,01-01-2022,National Institute of Health-Islamabad,,25932.0,62,Epidemic,"Pakistan, Afghanistan, Islamic Republic of Iran, Sindh, Punjab, Islamabad Capital Territory, Khyber Pakhtunkhwa, Balochistan","- Abnormal monsoon rainfall and unprecedented floods creating favorable habitats for mosquitoes to breed.
- Damage to health facilities and displacement of people limiting access to healthcare and medical treatment.
- High population movement between Pakistan and bordering countries, potentially facilitating the spread of diseases like dengue fever.","- Mosquito vector breeding close to human habitation
- Human-vector contact in residences, schools, and hospitals
- Outdoor activities exposing skin to mosquito bites",Existing epidemic,"[1.8, 2.0]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON414,Dengue fever,32.6475314,54.5643516,82913906.0,4,0.002390868425111831,1.9,22.95412777012996,"32.6475314,54.5643516","Country:
Iran

Event Type:
Existing epidemic - Epidemic

Number of Countries Affected:
4

Reporting Agency:
National Institute of Health-Islamabad

Modes of Transmission:
- Mosquito vector breeding close to human habitation
- Human-vector contact in residences, schools, and hospitals
- Outdoor activities exposing skin to mosquito bites

Risk Factors:
- Abnormal monsoon rainfall and unprecedented floods creating favorable habitats for mosquitoes to breed.
- Damage to health facilities and displacement of people limiting access to healthcare and medical treatment.
- High population movement between Pakistan and bordering countries, potentially facilitating the spread of diseases like dengue fever."
2022-DON414,Pakistan,Dengue - Pakistan,01-01-2022,National Institute of Health-Islamabad,,25932.0,62,Epidemic,"Pakistan, Afghanistan, Islamic Republic of Iran, Sindh, Punjab, Islamabad Capital Territory, Khyber Pakhtunkhwa, Balochistan","- Abnormal monsoon rainfall and unprecedented floods creating favorable habitats for mosquitoes to breed.
- Damage to health facilities and displacement of people limiting access to healthcare and medical treatment.
- High population movement between Pakistan and bordering countries, potentially facilitating the spread of diseases like dengue fever.","- Mosquito vector breeding close to human habitation
- Human-vector contact in residences, schools, and hospitals
- Outdoor activities exposing skin to mosquito bites",Existing epidemic,"[1.8, 2.0]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON414,Dengue fever,28.0,66.0,216565318.0,4,0.002390868425111831,1.9,22.95412777012996,"28.0,66.0","Country:
Pakistan

Event Type:
Existing epidemic - Epidemic

Number of Countries Affected:
4

Reporting Agency:
National Institute of Health-Islamabad

Modes of Transmission:
- Mosquito vector breeding close to human habitation
- Human-vector contact in residences, schools, and hospitals
- Outdoor activities exposing skin to mosquito bites

Risk Factors:
- Abnormal monsoon rainfall and unprecedented floods creating favorable habitats for mosquitoes to breed.
- Damage to health facilities and displacement of people limiting access to healthcare and medical treatment.
- High population movement between Pakistan and bordering countries, potentially facilitating the spread of diseases like dengue fever."
2022-DON415,Haiti,Cholera - Haiti,10-02-2022,Haiti Ministry of Public Health and Population,,32.0,16,Epidemic,"Port-au-Prince, Cité Soleil, I’Estère, Artibonite","- The current socio-economic situation, ongoing humanitarian crisis and poor health conditions.
- Limited access of the general population to safe drinking water and to sanitation facilities.
- Insecurity, logistics issues and lack of access to fuel leading to hindered healthcare response including supply importation and assessment of the epidemiological situation.",None noted.,Existing epidemic,"[1.0, 4.0]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON415,Vibrio cholerae,19.2176386,-72.5837813,11263077.0,2,0.5,2.5,12.144476398584994,"19.2176386,-72.5837813","Country:
Haiti

Event Type:
Existing epidemic - Epidemic

Number of Countries Affected:
2

Reporting Agency:
Haiti Ministry of Public Health and Population

Modes of Transmission:
None noted.

Risk Factors:
- The current socio-economic situation, ongoing humanitarian crisis and poor health conditions.
- Limited access of the general population to safe drinking water and to sanitation facilities.
- Insecurity, logistics issues and lack of access to fuel leading to hindered healthcare response including supply importation and assessment of the epidemiological situation."
2022-DON415,Italy,Cholera - Haiti,10-02-2022,Haiti Ministry of Public Health and Population,,32.0,16,Epidemic,"Port-au-Prince, Cité Soleil, I’Estère, Artibonite","- The current socio-economic situation, ongoing humanitarian crisis and poor health conditions.
- Limited access of the general population to safe drinking water and to sanitation facilities.
- Insecurity, logistics issues and lack of access to fuel leading to hindered healthcare response including supply importation and assessment of the epidemiological situation.",None noted.,Existing epidemic,"[1.0, 4.0]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON415,Vibrio cholerae,44.8389356,11.628406092812806,60297396.0,2,0.5,2.5,12.144476398584994,"44.8389356,11.628406092812806","Country:
Italy

Event Type:
Existing epidemic - Epidemic

Number of Countries Affected:
2

Reporting Agency:
Haiti Ministry of Public Health and Population

Modes of Transmission:
None noted.

Risk Factors:
- The current socio-economic situation, ongoing humanitarian crisis and poor health conditions.
- Limited access of the general population to safe drinking water and to sanitation facilities.
- Insecurity, logistics issues and lack of access to fuel leading to hindered healthcare response including supply importation and assessment of the epidemiological situation."
2022-DON416,Iran,Cholera - Lebanon,10-06-2022,Ministry of Public Health of Lebanon,10-01-2022,18.0,2,Epidemic,"Lebanon, North Governorate, Akkar Governorate, Minieh-Danniyeh, Halba, Aarsal, Baalbek district, Beirut, Mount Lebanon, Ain Mraisseh, Ghadir station, Bourj","- Fragile health system due to financial crisis and destruction of essential medical infrastructure
- Unsafe water, sanitation, and hygiene (WASH) services in various refugee camps
- Shortages of drinking water and the occurrence of power cuts and inflation, intensified by worsened poverty, leading to rationing water and inability to afford private water tanks.",None noted.,Novel outbreak,"[1.0, 4.0]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON416,Cholera,36.2573001,59.6195255,82913906.0,3,0.1111111111111111,2.5,8.688799767935095,"36.2573001,59.6195255","Country:
Iran

Event Type:
Novel outbreak - Epidemic

Number of Countries Affected:
3

Reporting Agency:
Ministry of Public Health of Lebanon

Modes of Transmission:
None noted.

Risk Factors:
- Fragile health system due to financial crisis and destruction of essential medical infrastructure
- Unsafe water, sanitation, and hygiene (WASH) services in various refugee camps
- Shortages of drinking water and the occurrence of power cuts and inflation, intensified by worsened poverty, leading to rationing water and inability to afford private water tanks."
2022-DON416,Lebanon,Cholera - Lebanon,10-06-2022,Ministry of Public Health of Lebanon,10-01-2022,18.0,2,Epidemic,"Lebanon, North Governorate, Akkar Governorate, Minieh-Danniyeh, Halba, Aarsal, Baalbek district, Beirut, Mount Lebanon, Ain Mraisseh, Ghadir station, Bourj","- Fragile health system due to financial crisis and destruction of essential medical infrastructure
- Unsafe water, sanitation, and hygiene (WASH) services in various refugee camps
- Shortages of drinking water and the occurrence of power cuts and inflation, intensified by worsened poverty, leading to rationing water and inability to afford private water tanks.",None noted.,Novel outbreak,"[1.0, 4.0]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON416,Cholera,34.29,36.092,6855713.0,3,0.1111111111111111,2.5,8.688799767935095,"34.29,36.092","Country:
Lebanon

Event Type:
Novel outbreak - Epidemic

Number of Countries Affected:
3

Reporting Agency:
Ministry of Public Health of Lebanon

Modes of Transmission:
None noted.

Risk Factors:
- Fragile health system due to financial crisis and destruction of essential medical infrastructure
- Unsafe water, sanitation, and hygiene (WASH) services in various refugee camps
- Shortages of drinking water and the occurrence of power cuts and inflation, intensified by worsened poverty, leading to rationing water and inability to afford private water tanks."
2022-DON416,United Kingdom,Cholera - Lebanon,10-06-2022,Ministry of Public Health of Lebanon,10-01-2022,18.0,2,Epidemic,"Lebanon, North Governorate, Akkar Governorate, Minieh-Danniyeh, Halba, Aarsal, Baalbek district, Beirut, Mount Lebanon, Ain Mraisseh, Ghadir station, Bourj","- Fragile health system due to financial crisis and destruction of essential medical infrastructure
- Unsafe water, sanitation, and hygiene (WASH) services in various refugee camps
- Shortages of drinking water and the occurrence of power cuts and inflation, intensified by worsened poverty, leading to rationing water and inability to afford private water tanks.",None noted.,Novel outbreak,"[1.0, 4.0]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON416,Cholera,52.9692565,-1.173335,66834405.0,3,0.1111111111111111,2.5,8.688799767935095,"52.9692565,-1.173335","Country:
United Kingdom

Event Type:
Novel outbreak - Epidemic

Number of Countries Affected:
3

Reporting Agency:
Ministry of Public Health of Lebanon

Modes of Transmission:
None noted.

Risk Factors:
- Fragile health system due to financial crisis and destruction of essential medical infrastructure
- Unsafe water, sanitation, and hygiene (WASH) services in various refugee camps
- Shortages of drinking water and the occurrence of power cuts and inflation, intensified by worsened poverty, leading to rationing water and inability to afford private water tanks."
2022-DON417,Algeria,Rift Valley Fever - Mauritania,08-30-2022,Ministry of Health of Mauritania,08-18-2022,47.0,23,Epidemic,"Mauritania, Mali, Senegal, Algeria, Tintane, Hodh El Gharbi, Adrar, Assaba, Guidimakha, Hodh Echargui, Tagant, Tiris Zemmour, Tr","- Transmission through carrier mosquito bites, contact with contaminated blood or tissues, and during the slaughter of animals
- Precarious environmental conditions, inadequate sanitation services, and high animal density
- The abundant rainfall recorded this year and flooding, combined with the dumping of waste tires, used containers and garbage, which enhance the proliferation of vector breeding sites.","- Contact with blood or organs of infected animals
- Unsafe consumption of infected animal products (blood, raw milk, or tissues)
- Local transmission via mosquito vectors",Novel outbreak,"[1.0, 2.0]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON417,Rift Valley fever (RVF),28.0000272,2.9999825,43053054.0,5,0.48936170212765956,1.5,10.244997998398398,"28.0000272,2.9999825","Country:
Algeria

Event Type:
Novel outbreak - Epidemic

Number of Countries Affected:
5

Reporting Agency:
Ministry of Health of Mauritania

Modes of Transmission:
- Contact with blood or organs of infected animals
- Unsafe consumption of infected animal products (blood, raw milk, or tissues)
- Local transmission via mosquito vectors

Risk Factors:
- Transmission through carrier mosquito bites, contact with contaminated blood or tissues, and during the slaughter of animals
- Precarious environmental conditions, inadequate sanitation services, and high animal density
- The abundant rainfall recorded this year and flooding, combined with the dumping of waste tires, used containers and garbage, which enhance the proliferation of vector breeding sites."
